DRRALL,CRRINT,RESP_DATE,CRRALL,GEO_ID,DRRINT,state,county,tract,GEOID10
3.2,41.6,2020-04-02,41.9,1400000US48453001912,3.2,48,453,001912,48453001912
5.1,48.3,2020-04-02,48.4,1400000US48453001913,5.1,48,453,001913,48453001913
3.3,39.3,2020-04-02,39.4,1400000US48453001915,3.3,48,453,001915,48453001915
3.4,58.1,2020-04-02,58.3,1400000US48453001917,3.3,48,453,001917,48453001917
3.1,45.6,2020-04-02,45.9,1400000US48453001918,3.1,48,453,001918,48453001918
3.5,36.4,2020-04-02,36.6,1400000US48453001920,3.5,48,453,001920,48453001920
2.6,49.9,2020-04-02,50.3,1400000US48453001921,2.6,48,453,001921,48453001921
4.9,45.5,2020-04-02,45.6,1400000US48453001923,4.9,48,453,001923,48453001923
4.2,42.8,2020-04-02,43.4,1400000US48453002002,4.1,48,453,002002,48453002002
4.3,38.7,2020-04-02,38.9,1400000US48453002004,4.3,48,453,002004,48453002004
3.4,28.1,2020-04-02,28.4,1400000US48453002006,3.4,48,453,002006,48453002006
5.2,51.7,2020-04-02,51.9,1400000US48453002104,5.1,48,453,002104,48453002104
3,27.8,2020-04-02,28.6,1400000US48453002105,3,48,453,002105,48453002105
4.1,41.1,2020-04-02,41.9,1400000US48453002107,4.1,48,453,002107,48453002107
3.5,35.4,2020-04-02,36.2,1400000US48453002108,3.5,48,453,002108,48453002108
3,33,2020-04-02,33.3,1400000US48453002110,2.9,48,453,002110,48453002110
3.4,32.7,2020-04-02,33.1,1400000US48453002111,3.4,48,453,002111,48453002111
4.5,47.4,2020-04-02,48.2,1400000US48453002113,4.5,48,453,002113,48453002113
4.3,31.2,2020-04-02,31.3,1400000US48453002211,4.3,48,453,002211,48453002211
3.5,25.8,2020-04-02,26,1400000US48453002213,3.4,48,453,002213,48453002213
3.9,27.7,2020-04-02,28,1400000US48453002215,3.9,48,453,002215,48453002215
4.2,36.7,2020-04-02,37.1,1400000US48453002216,4.2,48,453,002216,48453002216
4,32.5,2020-04-02,32.7,1400000US48453002218,4,48,453,002218,48453002218
3,30.7,2020-04-02,31,1400000US48453002219,3,48,453,002219,48453002219
1.8,21.6,2020-04-02,22.3,1400000US48453002221,1.8,48,453,002221,48453002221
3.3,27.1,2020-04-02,27.7,1400000US48453002222,3.3,48,453,002222,48453002222
3.8,30,2020-04-02,30.3,1400000US48453002307,3.8,48,453,002307,48453002307
2.2,17.1,2020-04-02,17.4,1400000US48453002310,2.2,48,453,002310,48453002310
2,22.5,2020-04-02,22.6,1400000US48453002324,2,48,453,002324,48453002324
2.9,27.5,2020-04-02,27.8,1400000US48453002314,2.9,48,453,002314,48453002314
3.5,24.8,2020-04-02,25.4,1400000US48453002320,3.3,48,453,002320,48453002320
3.7,26.7,2020-04-02,26.9,1400000US48453002322,3.7,48,453,002322,48453002322
3.9,26.9,2020-04-02,27.4,1400000US48453002325,3.8,48,453,002325,48453002325
3,17.3,2020-04-02,17.5,1400000US48453002327,3,48,453,002327,48453002327
4.5,39.3,2020-04-02,39.6,1400000US48453002403,4.5,48,453,002403,48453002403
5.4,44.8,2020-04-02,45.1,1400000US48453002409,5.4,48,453,002409,48453002409
4,32.2,2020-04-02,32.5,1400000US48453002410,4,48,453,002410,48453002410
3.1,26.9,2020-04-02,27.4,1400000US48453002411,3.1,48,453,002411,48453002411
5.9,21.3,2020-04-02,35.1,1400000US48453002412,3.7,48,453,002412,48453002412
3.4,18,2020-04-02,27.2,1400000US48453002413,2.5,48,453,002413,48453002413
2.6,22.9,2020-04-02,23.3,1400000US48453002419,2.6,48,453,002419,48453002419
3.9,35.1,2020-04-02,35.6,1400000US48453002422,3.8,48,453,002422,48453002422
4.4,46.8,2020-04-02,47.1,1400000US48453002423,4.4,48,453,002423,48453002423
4.8,37.2,2020-04-02,37.9,1400000US48453002424,4.7,48,453,002424,48453002424
2.6,24.2,2020-04-02,24.8,1400000US48453002430,2.6,48,453,002430,48453002430
3.6,34.4,2020-04-02,34.6,1400000US48453002432,3.6,48,453,002432,48453002432
3.5,26.6,2020-04-02,26.7,1400000US48453002434,3.5,48,453,002434,48453002434
4.7,14.4,2020-04-02,27.4,1400000US48453002436,3.1,48,453,002436,48453002436
3.8,36.1,2020-04-02,36.2,1400000US48453002437,3.8,48,453,002437,48453002437
4.4,42.7,2020-04-02,42.9,1400000US48453002438,4.4,48,453,002438,48453002438
5.9,35.4,2020-04-02,36,1400000US48453002439,5.9,48,453,002439,48453002439
4.8,36.1,2020-04-02,36.3,1400000US48453002440,4.7,48,453,002440,48453002440
3,24.4,2020-04-02,25,1400000US48453002441,2.9,48,453,002441,48453002441
3.8,31.6,2020-04-02,31.9,1400000US48453002442,3.7,48,453,002442,48453002442
4.6,32,2020-04-02,32.1,1400000US48453002443,4.6,48,453,002443,48453002443
3.9,35.7,2020-04-02,35.7,1400000US48453002445,3.9,48,453,002445,48453002445
5.2,35.9,2020-04-02,36.1,1400000US48453002448,5.1,48,453,002448,48453002448
4.2,32.5,2020-04-02,32.5,1400000US48453002451,4.1,48,453,002451,48453002451
3,28.4,2020-04-02,28.7,1400000US48453002453,3,48,453,002453,48453002453
4,45,2020-04-02,45.2,1400000US48453002500,4,48,453,002500,48453002500
5.5,48.7,2020-04-02,48.7,1400000US48453030100,5.5,48,453,030100,48453030100
5.2,51.4,2020-04-02,51.8,1400000US48453030200,5.2,48,453,030200,48453030200
5.8,47.9,2020-04-02,48.4,1400000US48453030400,5.7,48,453,030400,48453030400
4.1,46.1,2020-04-02,46.2,1400000US48453030500,4.1,48,453,030500,48453030500
6.8,60,2020-04-02,60.2,1400000US48453030700,6.8,48,453,030700,48453030700
4.6,38.7,2020-04-02,38.8,1400000US48453030800,4.6,48,453,030800,48453030800
5.1,44.6,2020-04-02,44.9,1400000US48453031000,5.1,48,453,031000,48453031000
5.8,52.1,2020-04-02,52.2,1400000US48453031100,5.7,48,453,031100,48453031100
6.2,45.7,2020-04-02,45.8,1400000US48453031300,6.1,48,453,031300,48453031300
4.2,42.5,2020-04-02,42.8,1400000US48453031500,4.1,48,453,031500,48453031500
3.5,51.8,2020-04-02,52,1400000US48453031600,3.5,48,453,031600,48453031600
4.2,44.6,2020-04-02,45,1400000US48453031800,4.2,48,453,031800,48453031800
6.1,42.4,2020-04-02,42.6,1400000US48453031900,6.1,48,453,031900,48453031900
4,47.8,2020-04-02,48,1400000US48453032500,4,48,453,032500,48453032500
3.8,36.4,2020-04-02,36.4,1400000US48453032100,3.8,48,453,032100,48453032100
6.3,58.8,2020-04-02,59.1,1400000US48453032200,6.2,48,453,032200,48453032200
4.6,35.6,2020-04-02,35.6,1400000US48453032400,4.6,48,453,032400,48453032400
6.9,50.6,2020-04-02,50.7,1400000US48453032700,6.9,48,453,032700,48453032700
3.9,49,2020-04-02,49.6,1400000US48453032800,3.9,48,453,032800,48453032800
4.8,43.6,2020-04-02,43.7,1400000US48453033000,4.8,48,453,033000,48453033000
3.9,49.7,2020-04-02,49.8,1400000US48453033100,3.9,48,453,033100,48453033100
6.7,54,2020-04-02,54,1400000US48453033300,6.7,48,453,033300,48453033300
6.9,47.3,2020-04-02,47.3,1400000US48453033400,6.9,48,453,033400,48453033400
4.7,44.7,2020-04-02,45.2,1400000US48453033600,4.7,48,453,033600,48453033600
6.6,59.6,2020-04-02,59.6,1400000US48453033800,6.6,48,453,033800,48453033800
5,46.3,2020-04-02,46.3,1400000US48453033900,5,48,453,033900,48453033900
4.1,39,2020-04-02,39,1400000US48453034100,4.1,48,453,034100,48453034100
3.1,36.8,2020-04-02,36.9,1400000US48453034200,3.1,48,453,034200,48453034200
3.6,32.8,2020-04-02,32.8,1400000US48453034400,3.6,48,453,034400,48453034400
5.3,66.8,2020-04-02,67,1400000US48453034500,5.3,48,453,034500,48453034500
5.7,45.7,2020-04-02,45.7,1400000US48453034700,5.7,48,453,034700,48453034700
6.6,47.1,2020-04-02,47.3,1400000US48453034800,6.6,48,453,034800,48453034800
4.3,45.1,2020-04-02,45.2,1400000US48453035000,4.3,48,453,035000,48453035000
3.6,41.4,2020-04-02,41.5,1400000US48453035100,3.6,48,453,035100,48453035100
2.3,29.2,2020-04-02,29.4,1400000US48453035300,2.3,48,453,035300,48453035300
3.1,40.9,2020-04-02,40.9,1400000US48453035400,3.1,48,453,035400,48453035400
6.1,53.1,2020-04-02,53.1,1400000US48453035500,6.1,48,453,035500,48453035500
2.6,33.8,2020-04-02,33.8,1400000US48453035600,2.6,48,453,035600,48453035600
5.3,55.1,2020-04-02,55.1,1400000US48453035700,5.3,48,453,035700,48453035700
4.7,38.4,2020-04-02,38.5,1400000US48453035800,4.7,48,453,035800,48453035800
1.9,30.8,2020-04-02,31.1,1400000US48453035900,1.8,48,453,035900,48453035900
2.1,46.7,2020-04-02,46.7,1400000US48453036000,2.1,48,453,036000,48453036000
3.8,43.4,2020-04-02,43.4,1400000US48453036100,3.8,48,453,036100,48453036100
3.8,42.2,2020-04-02,42.2,1400000US48453036200,3.8,48,453,036200,48453036200
2.5,27.6,2020-04-02,27.9,1400000US48453036300,2.5,48,453,036300,48453036300
0.7,13.4,2020-04-02,13.4,1400000US48453036400,0.7,48,453,036400,48453036400
4.6,46.4,2020-04-02,46.5,1400000US48453036500,4.6,48,453,036500,48453036500
3.1,39.2,2020-04-02,39.2,1400000US48453036600,3.1,48,453,036600,48453036600
7.7,57.9,2020-04-02,57.9,1400000US48453036700,7.7,48,453,036700,48453036700
7.8,57.8,2020-04-02,57.8,1400000US48453036800,7.8,48,453,036800,48453036800
5.8,56.5,2020-04-02,56.8,1400000US48453036900,5.8,48,453,036900,48453036900
3.6,38.3,2020-04-02,38.3,1400000US48453037000,3.6,48,453,037000,48453037000
5.3,66.7,2020-04-02,66.7,1400000US48453037100,5.3,48,453,037100,48453037100
5.4,50.6,2020-04-02,50.6,1400000US48453037200,5.4,48,453,037200,48453037200
1.6,20.5,2020-04-02,20.7,1400000US48453037300,1.6,48,453,037300,48453037300
1.1,18.2,2020-04-02,18.3,1400000US48453037400,1.1,48,453,037400,48453037400
1.5,30.6,2020-04-02,30.7,1400000US48453037600,1.5,48,453,037600,48453037600
7.1,53.2,2020-04-02,53.2,1400000US48453000102,7.1,48,453,000102,48453000102
